1,2,3
155,3.918492,0.289518756
156,1.949866355,0.78061046
157,1.875731895,1.104573125
158,0.471148646,1.879177608
159,0.008339314,0.258309041
160,3.023822478,0.847654554
161,3.256911049,0.976144038
162,0.60095618,1.304680848
163,1.360929382,0.96968507
164,1.338021204,0.414034255
165,0.348624748,1.836154471
166,0.915869276,2.117531246
167,0.648402541,0.597957787
168,2.21434852,0.029326384
169,2.165809285,2.176449345
170,0.892740511,2.570260056
171,2.628903261,2.051180555
172,0.125752474,0.024644668
173,0.784981331,2.564694602
174,0.268229651,1.157147229
175,3.005490261,0.487316731
176,1.68387841,2.242187311
177,1.080276744,1.244658574
178,3.075078731,1.516497512
179,0.443371969,2.637919054
180,2.181240068,2.280900032
181,1.618411896,2.896226814
182,2.555517069,0.517085125
183,2.456224718,1.300668395
184,4.968508091,0.814306344
185,0.307073326,1.550695072
186,1.62359989,1.667150674
187,2.743304348,1.214042748
188,2.65336393,1.616297644
189,2.684927932,1.374554151
190,0.433011417,1.473763868
191,2.924428979,0.928250862
192,1.711440159,0.620783857
193,2.133101288,0.739687703
194,2.937618954,0.707787835
195,1.30099058,1.285592981
196,0.815840338,0.301607054
197,1.674179974,0.396477028
198,1.776972339,1.877025092
199,3.976937188,1.876774175
200,1.193551717,1.484548885
201,4.389864451,0.185576339
202,1.10364773,3.016143154
203,2.840872316,0.358602795
204,0.237405908,0.743632082
205,0.099322411,2.018287273
206,4.32795266,0.870679378
207,4.490970426,0.329475368
208,0.944946387,3.321490816
209,0.96138762,1.260524287
210,0.663819761,0.801457205
211,0.062355088,1.324635095
212,2.350002523,3.968238891
213,0.592137016,0.062311514
214,1.12376402,1.662628406
215,2.611908541,0.922059236
216,0.458837875,0.936624637
217,1.566665946,0.868559307
218,0.098974981,1.534063659
219,0.271070252,2.515852845
220,0.305715131,0.481595147
221,1.759646182,1.687754544
222,0.546615891,0.900337395
223,0.511163804,1.647558803
224,0.62483913,0.786826053
225,2.002139587,2.625820278
226,0.585207822,1.480399294
227,1.052877902,3.290994071
228,1.784148948,1.101581555
229,1.244296851,0.248019952
230,1.286279883,1.105420521
231,2.619934121,2.222209762
232,0.049213489,0.006223973
233,1.29829612,0.333265511
234,1.50483579,0.60984849
235,4.988465994,0.190696332
236,2.343340236,0.618778362
237,0.124122406,1.248310169
238,3.062485208,0.168910991
239,0.903390631,0.006481297
240,2.279311704,2.127285795
241,2.217366179,1.667909956
242,0.026485744,0.799181452
243,4.572620612,0.100533955
244,2.757155815,0.781496878
245,2.509374487,3.113597384
246,0.55052261,0.255666433
247,1.513436965,5.149000297
248,0.113810852,1.507470826
249,2.038784803,1.097247988
250,4.401879009,1.880835494
251,5.189624452,0.38035204
252,0.09677995,0.619040449
253,3.13692093,0.2039136
254,0.845554468,1.63692121
255,1.215343488,0.454075004
256,4.441796745,1.308166634
257,2.438136709,3.603286079
258,1.616073734,0.19620202
259,1.220395543,0.727752497
260,1.864510528,0.565854676
261,2.745177613,1.104988878
262,3.144834853,0.618456338
263,0.888109498,0.019708233
264,0.177787063,1.12985596
265,0.778343934,0.750074063
266,1.660132024,0.926467905
267,0.391502374,2.231925032
268,1.552466494,1.353629812
269,0.470464106,0.286850275
270,0.410513623,1.073639887
271,1.029416816,0.315372479
272,3.179262441,0.88467347
273,0.284107695,1.754920326
274,2.484381003,1.389177574
275,2.683861892,4.700917185
276,6.129668144,4.738226808
277,2.592618507,0.264751368
278,2.263612351,2.126844821
279,0.560748733,0.157070531
280,1.407604717,1.27403814
281,0.443086638,2.352052331
282,5.173834525,0.832567425
283,3.66109756,2.309110531
284,0.624366027,3.762935912
285,0.441543324,2.207321539
286,5.499852228,1.750756276
287,4.252103364,1.352355773
288,1.96409995,1.402303207
289,0.489450916,0.377926104
290,3.219872985,0.375194492
291,0.886137099,1.125871684
292,1.30518441,1.107092549
293,2.625174664,0.572031397
294,0.49702766,4.501008255
295,0.591232458,0.001954662
296,1.415645615,0.948497907
297,3.853828776,1.86823305
298,1.137548388,0.312700661
299,3.000021563,0.47420736
300,2.69058317,1.314308368
301,0.660365183,0.658653258
302,0.969600354,3.873654979
303,2.668150812,3.916033867
304,3.273573184,1.254338354
305,1.772238544,0.446927461
306,2.254441392,0.181272307
307,2.663491728,2.791736765
308,1.635803171,0.234380763
309,0.376044811,1.442831171
310,1.648924474,1.892232711
311,2.994520746,0.240734541
312,4.83261116,2.361072369
313,1.628097854,1.296939726
314,2.10659447,1.017836215
315,3.096340475,3.111850827
316,0.425371533,1.238848345
317,4.244443842,0.599377262
318,1.938235165,2.488360249
319,2.228778607,1.034194946
320,0.686679583,3.020882327
321,0.071526396,0.298655096
322,2.646115435,0.449973403
323,3.285803375,1.184246206
324,4.524771537,0.524202989
325,0.213847524,2.515762071
326,1.392686038,1.319073307
327,3.98495812,1.634193596
328,3.038895908,2.665843657
329,1.392728812,1.563115483
330,0.828548862,1.253255499
331,2.664537422,0.504150991
332,0.597812187,0.076424922
333,1.904318739,1.998720664
334,4.034219774,1.245914635
335,1.418063913,0.159779787
336,3.077603673,3.069404205
337,1.011533364,2.308288623
338,0.87259228,2.754289686
339,1.615191188,2.47213566
340,0.178849168,1.147030406
341,2.864333172,0.66264498
342,1.084148863,1.526277726
343,1.666744021,1.52838265
344,0.576112177,1.698590959
345,0.58577637,2.261525765
346,1.800185608,2.595862443
347,1.107686442,0.419847179
348,1.769986727,0.772538265
349,1.236065726,2.088223392
350,2.600329309,1.290502036
351,3.795331116,5.103104469
352,1.27449636,2.511492325
353,0.847851439,1.182027874
354,0.697413744,2.102824858
355,4.902445625,0.665739714
356,1.117341779,2.983135483
357,1.041915557,1.363517928
358,3.013393813,0.505787282
359,2.252408848,2.923768893
360,2.438665553,3.50468229
361,3.632166776,1.284282394
362,1.643084037,0.471080702
363,0.94380087,0.879667109
364,0.262497862,1.685705263
365,4.767311233,0.245717716
366,0.276054846,0.218411546
367,3.284414316,4.159538202
368,3.420203667,1.145895432
369,1.244042851,2.465734534
370,1.469421344,1.341061775
371,2.485168696,1.009283719
372,2.118078341,2.560854822
373,0.972952656,1.926233331
374,2.493402775,1.816875871
375,2.130866128,1.050049577
376,1.210442904,0.713919725
377,1.824193746,3.037112401
378,1.90951554,1.365334295
379,1.662667189,2.982720337
380,1.564101199,1.202662349
381,2.782130988,1.381875325
382,1.390267541,1.577905177
383,1.004702069,4.521360136
384,0.104860164,1.219418433
385,2.316934752,1.765646756
386,1.577719764,0.951959373
387,0.630823511,0.25416303
388,1.455947385,0.481695767
389,1.722539295,1.760806138
390,0.153110977,2.489734041
391,2.708543939,0.979013043
392,0.490259358,0.285924292
393,4.561322305,2.126360339
394,2.258040786,1.917480134
395,0.05648831,0.557703588
396,2.825907603,1.11932847
397,0.481356292,0.140110818
398,0.780136136,1.562170681
399,1.037014436,2.611286502
400,1.455035126,0.094436686
401,1.259489608,0.154944028
402,1.324477928,1.716616374
403,1.122360942,0.755385226
404,3.894363922,0.928452096
405,0.773148531,1.002034226
406,1.108970953,0.034656646
407,0.805328794,0.377444111
408,1.896323161,3.14453754
409,1.456216537,1.715472496
410,0.408477449,1.150193475
411,1.317609398,1.80564189
412,0.704063089,5.227086631
413,0.81683573,1.668458727
414,0.305225922,0.23307268
415,3.377510864,0.246022018
416,0.279686453,2.005893012
417,3.850328161,2.174361026
418,0.054952846,1.096447834
419,0.734479064,4.943761505
420,0.580186446,2.573039872
421,2.588233615,0.934418582
422,2.93879071,1.121275859
423,0.166096708,0.385633008
424,3.626599054,0.536980854
425,0.709644702,0.521759391
426,0.43954322,0.184891577
427,0.093429399,1.016890236
428,2.791326663,3.678377608
429,2.827003934,1.098000879
430,0.159317311,0.415764441
431,1.025057261,0.950649206
432,2.073596468,0.61720748
433,2.06599092,4.283584344
434,1.222096386,0.303504841
435,0.071200656,3.021763247
436,1.380597244,0.725324698
437,0.306895676,0.589711476
438,0.71795021,2.854197295
439,1.353415925,0.095966961
440,1.30482878,0.273041385
441,0.874152709,2.635009936
442,1.768985907,0.338156799
443,0.217790779,0.380548321
444,0.494240895,1.961831847
445,0.879061908,0.330725451
446,1.510845223,2.030308101
447,2.15160088,1.995759059
448,2.589398833,1.424490895
449,2.249778955,2.909620114
450,3.114177922,1.882415042
451,2.394312987,2.843008792
452,0.832412053,0.154411201
453,1.506043973,0.240398567
454,1.344076104,2.598472175
455,0.258368004,4.14234656
456,0.141585523,2.091738887
457,1.210003555,2.270447735
458,2.680209022,1.281069733
459,0.569351473,1.66973733
460,0.447992051,0.15917642
461,0.107114559,1.360180126
462,3.820327014,0.737890287
463,0.134901811,1.395711062
464,1.687141135,0.219057539
465,0.860114522,2.553857103
466,1.003934111,2.909208337
467,0.790198577,1.33600731
468,0.061262291,0.406682903
469,3.157804963,1.790544603
470,0.579963162,1.688371485
471,0.628771905,0.63439058
472,0.436420445,1.604372589
473,0.448986399,1.878035663
474,1.728200791,1.787493586
475,0.703772379,4.655303034
476,2.388190755,1.951286879
477,2.548002967,0.856293673
478,2.556180439,0.231462656
479,1.602586992,1.420063463
480,1.765902051,1.664634383
481,2.04116895,0.711503013
482,0.433133928,1.160083648
483,0.481432072,3.028141906
484,5.179142697,3.285301301
485,0.072605807,0.259472135
486,1.715865191,1.358110131
487,4.57472641,0.195993417
488,2.76378678,0.832855282
489,0.772798805,1.54118035
490,1.74197681,1.200882179
491,0.209517839,0.874575959
492,0.990579958,4.01980832
493,0.186932101,0.120942322
494,2.025038956,0.617574842
495,2.64400586,1.474866821
496,3.285537403,1.763022467
497,2.863054129,0.858381637
498,1.874776941,1.5769107
499,0.21501798,0.540548878
500,1.668673001,2.704020264
501,0.75474296,0.302332227
502,3.317158516,0.105307039
503,2.311197868,0.599270581
504,0.547490236,2.105825246
505,0.279167335,0.849459817
506,2.073639764,1.212834089
507,0.055725962,2.07918008
508,2.069803047,2.174906078
509,2.126067499,0.271592322
510,0.213740713,1.583159142
511,2.833977558,1.049036301
512,3.494801452,2.643741519
513,0.549889843,0.101255741
514,0.866742213,0.868370677
515,2.678687381,2.59593909
516,2.561893576,1.35131027
517,1.489117723,0.564749263
518,0.347280885,1.201196511
519,0.899434264,0.175009018
520,3.008494403,1.372118888
521,0.278973901,0.132543541
522,1.831005266,0.843340952
523,0.653795107,2.072362461
524,2.067244513,0.272900631
525,1.641329457,0.097759121
526,1.345062828,6.55668451
527,1.20678634,0.508979201
528,0.063682093,0.38850877
529,0.217649485,0.52562836
530,1.843439162,1.801133155
531,1.3681164,0.163515102
532,2.700025766,2.386073587
533,0.406690031,1.226211073
534,0.559077253,1.887088352
535,1.572827757,0.816051422
536,0.733303162,0.525051424
537,0.508402073,0.079902812
538,3.308436875,1.569101145
539,2.523331117,2.572632434
540,0.127840867,0.745333884
541,2.130938237,2.0859112
542,0.172770477,3.14849599
543,5.23419084,0.782204481
544,2.675370302,0.021456131
545,0.264935562,0.623333223
546,3.97706376,2.426385717
547,2.102187726,0.793196323
548,2.28722507,0.162205567
549,1.484396263,1.114596738
550,2.305059693,2.626696001
551,0.854073273,2.952643485
552,0.238680763,2.550113768
553,1.52223527,0.468538284
554,4.233312514,1.004656266
555,3.099410637,1.691560679
556,2.738737681,2.964777583
557,1.376783419,1.087996723
558,1.307688526,1.270986511
559,2.118697904,0.441049723
560,1.06107508,0.30459199
561,2.047236511,5.908735742
562,0.259523243,0.815401527
563,1.49022105,1.655205641
564,0.514290903,0.986576972
565,0.841700566,1.302327545
566,2.202941824,0.604628192
567,1.152665421,1.647208902
568,0.100838359,1.876177672
569,0.300053059,1.400104442
570,3.963715076,0.443684934
571,0.240036187,0.741437479
572,2.876537541,2.173119859
573,3.504740977,5.478682219
574,0.389662204,4.386919432
575,1.832077703,2.206428438
576,0.294586351,0.353755252
577,0.468012201,0.155356404
578,1.117203536,0.346258804
579,3.226664915,1.68058774
580,1.880011246,0.403136744
581,2.832874962,1.945818166
582,2.323520457,0.660700328
583,2.925025863,1.146937901
584,0.079018488,1.89430287
585,2.824673615,0.676215564
586,0.514507334,0.33049363
587,2.730350504,1.33907779
588,2.076144696,0.275631693
589,1.946053119,1.246623836
590,1.631116708,1.316873464
591,0.473287594,0.555145848
592,3.200290241,0.962162874
593,2.134991211,1.507685635
594,1.263806137,0.399645379
595,2.616038834,1.586171214
596,0.8194164,1.491106655
597,2.413288076,0.974106545
598,0.080970577,0.31142236
599,0.539638857,0.371998948
600,0.591904691,2.496518423
601,1.615052907,0.845144281
602,0.440097677,0.536274042
603,0.318857664,3.019787395
604,0.034818167,0.930391912
605,2.862215002,4.387423922
606,2.66593872,1.688545225
607,0.606922611,1.227737856
608,0.606658561,4.249128494
609,1.072177582,1.404349813
610,1.023501562,1.745750557
611,1.643243171,0.285795777
612,2.447566542,3.260858611
613,0.588241264,1.969352653
614,0.605394525,0.520954496
615,2.275231548,1.197065562
616,1.701191016,0.242767287
617,1.20633224,0.304427533
618,2.622579451,0.727552063
619,2.299279325,0.20061566
620,1.101070039,1.92838726
621,0.976025776,4.201242798
622,0.642458971,2.451568797
623,0.560196671,0.662942705
624,0.607802481,1.256021543
625,0.316046993,2.265646817
626,3.226948295,3.256828759
627,2.174392776,2.650980234
628,3.419253835,1.897853228
629,0.208961718,0.024541803
630,0.807361964,1.075166759
631,0.217270133,0.696806704
632,0.140734671,1.76203322
633,0.202374841,0.594788846
634,5.866231802,0.821114307
635,1.669595255,0.371046027
636,2.032828008,1.471171148
637,0.459019651,0.996355134
638,0.261529698,1.016735858
639,3.663151385,0.881709121
640,1.365380911,0.331631355
641,0.166162736,1.616065118
642,0.151142464,0.150734746
643,0.036109083,0.603546816
644,2.645925594,1.150853668
645,2.654281241,0.310499256
646,1.95290203,0.325204039
647,0.141787901,0.438227633
648,0.550022962,0.873322382
649,2.680440382,1.602862269
650,2.397332373,2.346435489
651,0.437877558,2.102417496
652,0.147776051,1.99931643
653,0.082137988,2.577180035
654,0.275248554,1.487134044
655,4.19035705,1.464152548
656,1.467709171,0.34682407
657,4.096166684,0.369183715
658,0.093445423,0.312348436
659,0.140942703,1.09209304
660,0.938766039,1.198889843
661,0.925349227,1.213799204
662,1.951982198,0.943181313
663,0.430075772,1.20266844
664,2.032992506,0.480179468
665,0.344003022,3.483980787
666,0.207212043,2.500490518
667,2.351351099,0.272642068
668,1.46580644,2.775201154
669,1.43294569,0.40107082
670,3.199055892,0.632078515
671,2.133049796,0.568611692
672,1.381277578,4.363065922
673,2.397992578,0.397427247
674,1.592905587,0.863294435
675,1.808216215,1.631331526
676,0.498815017,2.074870868
677,2.926491888,0.414439088
678,0.075144754,1.684715494
679,0.711035314,3.377666855
680,2.022035202,0.208609112
681,0.149388848,0.461104788
682,0.449584321,0.393430335
683,0.860698021,3.135796408
684,3.759186089,1.795679072
685,1.162615452,0.301982961
686,4.020484414,1.474383083
687,0.462824184,1.15594798
688,2.354889179,1.9288447
689,0.112701901,0.769261644
690,4.041377779,0.091098329
691,3.608321986,1.341021706
692,0.869662383,1.294127375
693,1.24266519,0.751111876
694,1.583973044,1.220156964
695,2.993467034,1.352156231
696,0.632413036,1.626405702
697,1.104933957,0.043345437
698,0.22987707,1.138251666
699,0.79959372,0.501724994
700,2.689383738,2.066926457
701,0.271399803,0.434397244
702,0.795945873,0.565885841
703,1.106745865,0.367475602
704,3.210096252,2.248710703
705,1.802925439,0.012751764
706,2.850374812,2.757134583
707,0.199288647,1.212181889
708,1.39460024,2.187994312
709,0.028745728,1.186992124
710,2.532791508,3.123671509
711,2.276050991,2.065994845
712,3.900710623,1.295270791
713,0.435185942,0.4512287
714,3.684835015,0.591154443
715,1.117611931,1.536751806
716,3.344186864,2.227149535
717,0.337684115,0.412041751
718,0.395927611,3.8995552
719,1.265104584,0.330938457
720,2.828707352,0.864626494
721,2.9846307,1.469843285
722,0.720649579,2.904340989
723,1.581152669,0.652555081
724,0.660915959,0.443474622
725,1.169950458,1.371426444
726,1.841877176,0.279273657
727,0.095512382,3.142715263
728,0.025881076,2.799969111
729,0.167621402,0.310686676
730,0.374739412,1.869798513
731,0.786645245,1.188885508
732,2.1857937,0.728142262
733,0.500416166,1.898359987
734,1.557356234,1.846123803
735,1.252079173,0.379558653
736,1.187048641,2.198453033
737,1.815876845,0.040045568
738,3.414941934,0.60342316
739,1.771100824,0.307564105
740,2.161940963,0.014473304
741,0.077349052,0.171175126
742,3.389829188,0.214743647
743,0.848270123,0.743180273
744,0.122972101,2.433089799
745,0.030019224,0.564789264
746,5.240766596,4.111889864
747,0.499325953,0.811649505
748,0.419496006,1.971827766
749,0.564192064,0.591640455
750,2.28939051,1.708811464
751,0.517881697,2.57873522
752,0.941131251,2.017366702
753,1.402216543,4.937309888
754,2.144165807,1.219872107
755,2.516579279,1.226960389
756,1.316792609,0.193554135
757,4.196919423,1.354339065
758,0.689291859,1.206374477
759,2.365988943,0.40845916
760,0.302209634,0.993247195
761,4.001401262,3.329200407
762,1.249399529,1.637317461
763,0.53152308,1.046667333
764,2.814610051,0.944456321
765,0.824070525,2.257004323
766,2.603643479,1.032224551
767,0.129844431,0.404794761
768,0.831842816,0.265103621
769,1.975435166,1.479167094
770,0.644361094,1.949245987
771,0.955828775,1.167741606
772,1.881170427,1.667603375
773,2.098505272,0.194447541
774,1.05884278,0.079005564
775,0.566591691,2.708646196
776,1.147448359,1.961559391
777,0.761384554,0.151109858
778,1.1774893,1.130156886
779,2.980741437,0.101515699
780,0.840793436,3.72039621
781,1.081000545,0.648706965
782,2.268585842,1.789799965
783,0.515237684,1.136337349
784,1.540001237,0.316826247
785,4.145439993,0.777986007
786,3.31362605,0.021769289
787,2.06547763,2.402223572
788,0.456051546,1.089813315
789,1.29909173,1.125194457
790,0.645857932,2.564352832
791,2.477605551,0.657952543
792,0.547609979,2.547939461
793,2.246946038,0.670184669
794,0.440484047,0.856486822
795,0.638544397,3.094348429
796,0.946640223,0.629283216
797,1.976268309,1.69747492
798,1.920002717,1.921485556
799,1.334120096,3.22731063
800,0.599557515,2.156929712
801,0.620788061,2.230090755
802,1.93944674,0.364142368
803,1.071852907,1.496799183
804,0.276871875,1.280344096
805,0.374536197,0.17120865
806,0.859886092,1.247253803
807,0.491487594,0.099524645
808,0.501598942,1.556065124
809,1.004670265,0.086562376
810,1.158851732,3.02616535
811,4.511513904,2.188929361
812,1.867918933,1.525489177
813,1.666354406,3.521163155
814,0.854038155,1.08069172
815,1.234336601,1.516148546
816,0.273281581,3.070515552
817,0.469295728,0.645451496
818,2.835124117,0.303738531
819,2.35342735,2.27967331
820,3.382308674,0.007894689
821,0.359662874,0.860022963
822,0.801531124,3.959029797
823,0.712120174,1.314940544
824,1.424142624,1.947901143
825,0.712348023,0.588145258
826,0.0235387,1.695746742
827,0.564969539,0.060714672
828,0.21434986,2.319250296
829,2.532592573,1.339048805
830,3.116365349,1.324666484
831,0.427912246,1.773682052
832,3.861955439,0.722187565
833,0.11935875,1.868233134
834,0.670619332,2.88045567
835,0.245488448,2.933223854
836,1.039686257,0.962083511
837,2.362734075,3.805766207
838,1.487181294,1.822071356
839,2.333227356,0.789809118
840,0.824893785,0.178435425
841,3.663084494,0.178635441
842,2.878544937,2.070839258
843,0.193807072,1.279221031
844,3.400132749,0.985380212
845,1.55343846,0.657055442
846,0.27194342,0.762935746
847,0.123571386,2.921409785
848,1.09716949,1.375531166
849,3.248587388,2.638634814
850,0.086283871,1.673569203
851,1.806404783,2.355395033
852,2.008702779,3.759528956
853,0.433219304,2.916016815
854,1.476864377,2.308493433
855,0.32914168,2.617138117
856,3.274338775,0.212383753
857,2.150467186,0.900114286
858,0.928644679,1.096734171
859,0.439465957,1.054024458
860,2.46407945,1.672946025
861,1.594125392,0.74166841
862,1.073914806,3.048915039
863,0.54606103,0.539811134
864,0.633836711,0.620323598
865,1.850968337,2.905569491
866,1.313660654,0.240538867
867,0.47047684,2.127997995
868,0.593083739,0.614563467
869,0.971714995,0.202241322
870,1.578084165,0.334413995
871,1.777052048,1.072457943
872,0.107083969,1.119342238
873,0.077013144,1.479240313
874,0.604029065,0.159728447
875,0.441504626,0.578750902
876,1.836150855,1.633075983
877,0.103705176,0.639170467
878,2.611419982,0.493192096
879,1.365953419,1.865934764
880,3.750910643,2.177965299
881,1.868966632,2.573740286
882,1.665869396,1.351977363
883,0.316580405,1.419342914
884,1.676050627,0.084912409
885,0.198735513,2.063500805
886,2.38669846,1.108557014
887,3.482217761,4.393686324
888,0.286679192,1.726295289
889,1.920744568,5.59234342
890,1.183319965,0.344738139
891,2.874264692,3.702880406
892,1.226355243,1.077611973
893,0.474937608,1.843766141
894,0.111969739,1.024187315
895,1.347178263,3.821094043
896,0.255417492,3.7245144
897,1.701201299,0.825931857
898,2.434181469,2.395268733
899,2.081552632,3.903800493
900,0.459343355,0.485814403
901,1.065431023,0.143722638
902,2.142423097,1.952107472
903,2.892774871,0.900971232
904,1.390972897,3.280604021
905,0.121914996,0.949051136
906,1.157303066,1.667305035
907,1.424181699,2.184957665
908,0.477195098,0.563953679
909,0.882610481,0.064112922
910,2.466118683,2.925495981
911,0.350124848,2.726108355
912,0.376141097,2.257383581
913,1.423470887,0.205003694
914,3.699118599,1.922430354
915,3.318008046,4.747398999
916,0.964352824,1.02662996
917,0.886589942,1.190352787
918,0.677468458,0.593619979
919,2.651578571,0.378202438
920,0.155755892,0.698560269
921,0.56576727,1.342609339
922,0.087174363,1.138952157
923,3.265543488,1.02756021
924,1.342243145,1.610086814
925,1.953494882,1.458415502
926,3.04106033,2.043459692
927,0.844439361,2.54502454
928,0.076444123,0.896610197
929,1.399783572,1.036337966
930,0.923694005,0.664399808
931,1.476159999,0.320603978
932,2.614034085,3.357348201
933,0.433820028,0.01531881
934,2.913226335,4.513222772
935,1.904698829,2.763748946
936,2.265607836,1.822749797
937,1.848506502,1.762635081
938,2.268914775,0.350618595
939,1.021164842,0.662863121
940,2.768701223,2.349618718
941,2.244569977,0.592443441
942,1.230897717,0.601529007
943,1.017062947,2.323691499
944,0.956779754,1.228210419
945,3.634499756,1.863587999
946,1.769068506,1.490856125
947,1.915855843,0.988939958
948,1.210806251,0.724530015
949,0.617402041,2.574566748
950,3.182512603,1.23739728
951,0.02565221,0.326161449
952,0.234864163,0.217702559
953,0.986430179,2.754966761
954,1.685933654,4.275657713
955,0.684001861,0.264121486
956,0.582115179,0.142370086
957,1.695873018,2.170523375
958,3.287873452,1.738597669
959,0.417864594,3.215078423
960,1.792871307,3.424825557
961,0.433143551,0.100089122
962,1.719885991,1.664451776
963,3.327767295,0.457108327
964,2.001123151,1.60274403
965,4.786532005,0.524409723
966,1.201791244,0.362702255
967,1.85333895,1.142824223
968,1.908380532,2.776327562
969,2.052283115,1.300234458
970,0.473517243,1.634346113
971,0.605090372,1.545072015
972,1.252795549,0.273387181
973,1.021574338,0.5601416
974,0.569628663,2.391954138
975,0.977650136,0.305415675
976,2.886356175,2.892565055
977,0.87446116,0.178893497
978,1.745117226,2.074040424
979,2.662658928,2.601674875
980,0.406506734,0.437559455
981,0.340399213,2.916425062
982,2.623636628,0.299932011
983,4.136379887,2.058473665
984,2.937254991,0.577159765
985,1.857783984,2.34886037
986,0.932294179,0.998089717
987,1.139302314,0.180909126
988,0.417940476,2.959687014
989,3.405870573,1.889767751
990,0.292568208,0.67748661
991,0.352351037,0.255225616
992,0.548493968,0.488979079
993,0.658010481,1.288879594
994,1.438107204,1.185783247
995,0.241068536,0.555240943
996,2.24325593,4.079302046
997,2.789450989,0.350117702
998,1.326769718,0.502953425
